"year","from","to","points"
2016,"Montenegro","Serbia",6
2016,"Norway","Australia",10
2016,"Norway","Belgium",5
2016,"Norway","Bulgaria",8
2016,"Norway","Israel",3
2016,"Norway","Italy",12
2016,"Norway","Lithuania",2
2016,"Norway","Poland",1
2016,"Norway","Spain",7
2016,"Norway","The Netherlands",6
2016,"Norway","Ukraine",4
2016,"Poland","Australia",10
2016,"Poland","Bulgaria",3
2016,"Poland","Czech Republic",4
2016,"Poland","France",1
2016,"Poland","Georgia",8
2016,"Poland","Israel",7
2016,"Poland","Latvia",6
2016,"Poland","Lithuania",2
2016,"Poland","Spain",5
2016,"Poland","Ukraine",12
2016,"Russia","Armenia",12
2016,"Russia","Australia",2
2016,"Russia","Azerbaijan",10
2016,"Russia","Cyprus",4
2016,"Russia","France",7
2016,"Russia","Georgia",5
2016,"Russia","Hungary",1
2016,"Russia","Latvia",3
2016,"Russia","Malta",8
2016,"Russia","United Kingdom",6
2016,"San Marino","Austria",1
2016,"San Marino","Cyprus",5
2016,"San Marino","Georgia",6
2016,"San Marino","Hungary",2
2016,"San Marino","Italy",10
2016,"San Marino","Malta",3
2016,"San Marino","Russia",7
2016,"San Marino","The Netherlands",4
2016,"San Marino","Ukraine",12
2016,"San Marino","United Kingdom",8
2016,"Serbia","Armenia",3
2016,"Serbia","Australia",6
2016,"Serbia","Bulgaria",4
2016,"Serbia","Israel",7
2016,"Serbia","Lithuania",8
2016,"Serbia","Malta",10
2016,"Serbia","Russia",1
2016,"Serbia","The Netherlands",5
2016,"Serbia","Ukraine",12
2016,"Serbia","United Kingdom",2
2016,"Slovenia","Armenia",4
2016,"Slovenia","Australia",6
2016,"Slovenia","Belgium",8
2016,"Slovenia","Bulgaria",10
2016,"Slovenia","Hungary",3
2016,"Slovenia","Israel",2
2016,"Slovenia","Latvia",7
2016,"Slovenia","Serbia",5
2016,"Slovenia","The Netherlands",1
2016,"Slovenia","Ukraine",12
2016,"Spain","Armenia",12
2016,"Spain","Australia",8
2016,"Spain","Azerbaijan",2
2016,"Spain","France",7
2016,"Spain","Hungary",10
2016,"Spain","Israel",1
2016,"Spain","Italy",5
2016,"Spain","Malta",6
2016,"Spain","Russia",4
2016,"Spain","The Netherlands",3
2016,"Sweden","Armenia",4
2016,"Sweden","Australia",12
2016,"Sweden","Azerbaijan",10
2016,"Sweden","Czech Republic",3
2016,"Sweden","France",8
2016,"Sweden","Lithuania",2
2016,"Sweden","Malta",7
2016,"Sweden","Russia",6
2016,"Sweden","Spain",1
2016,"Sweden","The Netherlands",5
2016,"Switzerland","Australia",12
2016,"Switzerland","Austria",4
2016,"Switzerland","Belgium",10
2016,"Switzerland","Bulgaria",1
2016,"Switzerland","Israel",8
2016,"Switzerland","Italy",2
2016,"Switzerland","Latvia",3
2016,"Switzerland","Lithuania",7
2016,"Switzerland","The Netherlands",5
2016,"Switzerland","Ukraine",6
2016,"The Netherlands","Armenia",2
2016,"The Netherlands","Australia",12
2016,"The Netherlands","Austria",8
2016,"The Netherlands","Azerbaijan",1
2016,"The Netherlands","Belgium",4
2016,"The Netherlands","France",5
2016,"The Netherlands","Israel",7
2016,"The Netherlands","Italy",6
2016,"The Netherlands","Sweden",10
2016,"The Netherlands","Ukraine",3
2016,"Ukraine","Australia",5
2016,"Ukraine","Azerbaijan",7
2016,"Ukraine","Belgium",10
2016,"Ukraine","Bulgaria",1
2016,"Ukraine","Georgia",3
2016,"Ukraine","Hungary",2
2016,"Ukraine","Israel",6
2016,"Ukraine","Latvia",8
2016,"Ukraine","Lithuania",12
2016,"Ukraine","Sweden",4
2016,"United Kingdom","Australia",8
2016,"United Kingdom","Bulgaria",5
2016,"United Kingdom","Croatia",1
2016,"United Kingdom","Cyprus",7
2016,"United Kingdom","France",6
2016,"United Kingdom","Georgia",12
2016,"United Kingdom","Israel",3
2016,"United Kingdom","Lithuania",4
2016,"United Kingdom","Serbia",2
2016,"United Kingdom","Ukraine",10
2016,"Albania","Armenia",2
2016,"Albania","Australia",12
2016,"Albania","Bulgaria",8
2016,"Albania","Hungary",1
2016,"Albania","Italy",10
2016,"Albania","Lithuania",4
2016,"Albania","Poland",5
2016,"Albania","Russia",7
2016,"Albania","Sweden",3
2016,"Albania","Ukraine",6
2016,"Armenia","Austria",4
2016,"Armenia","Cyprus",6
2016,"Armenia","France",7
2016,"Armenia","Georgia",8
2016,"Armenia","Hungary",3
2016,"Armenia","Malta",5
2016,"Armenia","Poland",1
2016,"Armenia","Russia",12
2016,"Armenia","Sweden",2
2016,"Armenia","Ukraine",10
2016,"Australia","Austria",3
2016,"Australia","Belgium",12
2016,"Australia","Bulgaria",10
2016,"Australia","France",7
2016,"Australia","Lithuania",1
2016,"Australia","Malta",6
2016,"Australia","Russia",5
2016,"Australia","Spain",2
2016,"Australia","Ukraine",8
2016,"Australia","United Kingdom",4
2016,"Austria","Australia",3
2016,"Austria","Bulgaria",5
2016,"Austria","France",1
2016,"Austria","Germany",2
2016,"Austria","Poland",12
2016,"Austria","Russia",8
2016,"Austria","Serbia",4
2016,"Austria","Sweden",7
2016,"Austria","The Netherlands",6
2016,"Austria","Ukraine",10
2016,"Azerbaijan","Australia",2
2016,"Azerbaijan","Bulgaria",8
2016,"Azerbaijan","France",4
2016,"Azerbaijan","Georgia",1
2016,"Azerbaijan","Hungary",7
2016,"Azerbaijan","Israel",6
2016,"Azerbaijan","Malta",5
2016,"Azerbaijan","Poland",3
2016,"Azerbaijan","Russia",12
2016,"Azerbaijan","Ukraine",10
2016,"Belarus","Armenia",7
2016,"Belarus","Australia",1
2016,"Belarus","Azerbaijan",8
2016,"Belarus","Bulgaria",4
2016,"Belarus","Hungary",3
2016,"Belarus","Latvia",5
2016,"Belarus","Poland",6
2016,"Belarus","Russia",12
2016,"Belarus","Sweden",2
2016,"Belarus","Ukraine",10
2016,"Belgium","Armenia",7
2016,"Belgium","Australia",4
2016,"Belgium","Austria",3
2016,"Belgium","Bulgaria",5
2016,"Belgium","France",8
2016,"Belgium","Poland",12
2016,"Belgium","Russia",6
2016,"Belgium","Sweden",1
2016,"Belgium","The Netherlands",10
2016,"Belgium","Ukraine",2
2016,"Bosnia & Herzegovina","Australia",3
2016,"Bosnia & Herzegovina","Austria",5
2016,"Bosnia & Herzegovina","Azerbaijan",8
2016,"Bosnia & Herzegovina","Bulgaria",2
2016,"Bosnia & Herzegovina","Croatia",10
2016,"Bosnia & Herzegovina","France",4
2016,"Bosnia & Herzegovina","Hungary",1
2016,"Bosnia & Herzegovina","Russia",6
2016,"Bosnia & Herzegovina","Serbia",12
2016,"Bosnia & Herzegovina","Ukraine",7
2016,"Bulgaria","Armenia",8
2016,"Bulgaria","Australia",5
2016,"Bulgaria","Austria",4
2016,"Bulgaria","Azerbaijan",1
2016,"Bulgaria","Cyprus",7
2016,"Bulgaria","Israel",2
2016,"Bulgaria","Poland",6
2016,"Bulgaria","Russia",12
2016,"Bulgaria","Sweden",3
2016,"Bulgaria","Ukraine",10
2016,"Croatia","Australia",5
2016,"Croatia","Austria",6
2016,"Croatia","Bulgaria",1
2016,"Croatia","France",2
2016,"Croatia","Hungary",3
2016,"Croatia","Poland",4
2016,"Croatia","Russia",8
2016,"Croatia","Serbia",12
2016,"Croatia","Sweden",7
2016,"Croatia","Ukraine",10
2016,"Cyprus","Armenia",8
2016,"Cyprus","Australia",5
2016,"Cyprus","Bulgaria",12
2016,"Cyprus","France",6
2016,"Cyprus","Hungary",4
2016,"Cyprus","Lithuania",3
2016,"Cyprus","Poland",2
2016,"Cyprus","Russia",10
2016,"Cyprus","Sweden",1
2016,"Cyprus","Ukraine",7
2016,"Czech Republic","Armenia",8
2016,"Czech Republic","Australia",1
2016,"Czech Republic","Austria",4
2016,"Czech Republic","Azerbaijan",6
2016,"Czech Republic","Bulgaria",5
2016,"Czech Republic","Hungary",3
2016,"Czech Republic","Poland",7
2016,"Czech Republic","Russia",10
2016,"Czech Republic","Sweden",2
2016,"Czech Republic","Ukraine",12
2016,"Denmark","Australia",10
2016,"Denmark","Austria",1
2016,"Denmark","Belgium",8
2016,"Denmark","France",2
2016,"Denmark","Lithuania",6
2016,"Denmark","Poland",5
2016,"Denmark","Russia",4
2016,"Denmark","Sweden",12
2016,"Denmark","The Netherlands",7
2016,"Denmark","Ukraine",3
2016,"Estonia","Australia",4
2016,"Estonia","Austria",6
2016,"Estonia","Cyprus",3
2016,"Estonia","France",2
2016,"Estonia","Latvia",7
2016,"Estonia","Lithuania",5
2016,"Estonia","Poland",1
2016,"Estonia","Russia",12
2016,"Estonia","Sweden",10
2016,"Estonia","Ukraine",8
2016,"North Macedonia","Armenia",7
2016,"North Macedonia","Australia",3
2016,"North Macedonia","Belgium",4
2016,"North Macedonia","Bulgaria",10
2016,"North Macedonia","Croatia",5
2016,"North Macedonia","Italy",1
2016,"North Macedonia","Poland",2
2016,"North Macedonia","Russia",8
2016,"North Macedonia","Serbia",12
2016,"North Macedonia","Ukraine",6
2016,"Finland","Australia",7
2016,"Finland","Austria",6
2016,"Finland","Bulgaria",4
2016,"Finland","Cyprus",1
2016,"Finland","France",3
2016,"Finland","Latvia",2
2016,"Finland","Poland",5
2016,"Finland","Russia",8
2016,"Finland","Sweden",10
2016,"Finland","Ukraine",12
2016,"France","Armenia",12
2016,"France","Austria",8
2016,"France","Belgium",4
2016,"France","Bulgaria",5
2016,"France","Israel",3
2016,"France","Poland",7
2016,"France","Russia",6
2016,"France","Spain",1
2016,"France","Sweden",2
2016,"France","Ukraine",10
2016,"Georgia","Armenia",12
2016,"Georgia","Australia",1
2016,"Georgia","Azerbaijan",7
2016,"Georgia","Bulgaria",3
2016,"Georgia","Hungary",2
2016,"Georgia","Latvia",6
2016,"Georgia","Lithuania",5
2016,"Georgia","Poland",4
2016,"Georgia","Russia",8
2016,"Georgia","Ukraine",10
2016,"Germany","Armenia",2
2016,"Germany","Australia",5
2016,"Germany","Austria",7
2016,"Germany","Bulgaria",4
2016,"Germany","Italy",1
2016,"Germany","Poland",10
2016,"Germany","Russia",12
2016,"Germany","Sweden",8
2016,"Germany","The Netherlands",3
2016,"Germany","Ukraine",6
2016,"Greece","Armenia",8
2016,"Greece","Australia",5
2016,"Greece","Austria",1
2016,"Greece","Bulgaria",7
2016,"Greece","Cyprus",12
2016,"Greece","France",4
2016,"Greece","Hungary",2
2016,"Greece","Poland",3
2016,"Greece","Russia",10
2016,"Greece","Ukraine",6
2016,"Hungary","Australia",3
2016,"Hungary","Austria",6
2016,"Hungary","Bulgaria",4
2016,"Hungary","Cyprus",5
2016,"Hungary","France",1
2016,"Hungary","Poland",8
2016,"Hungary","Russia",10
2016,"Hungary","Sweden",7
2016,"Hungary","The Netherlands",2
2016,"Hungary","Ukraine",12
2016,"Iceland","Australia",8
2016,"Iceland","Austria",2
2016,"Iceland","Azerbaijan",1
2016,"Iceland","Belgium",3
2016,"Iceland","France",5
2016,"Iceland","Lithuania",4
2016,"Iceland","Poland",10
2016,"Iceland","Russia",7
2016,"Iceland","Sweden",12
2016,"Iceland","The Netherlands",6
2016,"Ireland","Australia",6
2016,"Ireland","Austria",1
2016,"Ireland","Bulgaria",5
2016,"Ireland","Latvia",7
2016,"Ireland","Lithuania",12
2016,"Ireland","Poland",10
2016,"Ireland","Russia",8
2016,"Ireland","Sweden",2
2016,"Ireland","Ukraine",4
2016,"Ireland","United Kingdom",3
2016,"Israel","Armenia",6
2016,"Israel","Australia",5
2016,"Israel","Austria",3
2016,"Israel","Azerbaijan",2
2016,"Israel","Belgium",1
2016,"Israel","Bulgaria",7
2016,"Israel","France",12
2016,"Israel","Poland",4
2016,"Israel","Russia",10
2016,"Israel","Ukraine",8
2016,"Italy","Armenia",1
2016,"Italy","Bulgaria",7
2016,"Italy","Cyprus",6
2016,"Italy","France",5
2016,"Italy","Georgia",3
2016,"Italy","Lithuania",2
2016,"Italy","Poland",10
2016,"Italy","Russia",8
2016,"Italy","Serbia",4
2016,"Italy","Ukraine",12
2016,"Latvia","Australia",6
2016,"Latvia","Austria",4
2016,"Latvia","Azerbaijan",3
2016,"Latvia","Bulgaria",1
2016,"Latvia","Georgia",2
2016,"Latvia","Lithuania",8
2016,"Latvia","Poland",5
2016,"Latvia","Russia",12
2016,"Latvia","Sweden",7
2016,"Latvia","Ukraine",10
2016,"Lithuania","Australia",5
2016,"Lithuania","Austria",1
2016,"Lithuania","France",3
2016,"Lithuania","Georgia",4
2016,"Lithuania","Hungary",2
2016,"Lithuania","Latvia",12
2016,"Lithuania","Poland",6
2016,"Lithuania","Russia",8
2016,"Lithuania","Sweden",7
2016,"Lithuania","Ukraine",10
2016,"Malta","Australia",12
2016,"Malta","Azerbaijan",6
2016,"Malta","Bulgaria",8
2016,"Malta","France",2
2016,"Malta","Hungary",5
2016,"Malta","Italy",7
2016,"Malta","Russia",10
2016,"Malta","The Netherlands",3
2016,"Malta","Ukraine",4
2016,"Malta","United Kingdom",1
2016,"Moldova","Armenia",7
2016,"Moldova","Australia",5
2016,"Moldova","Austria",4
2016,"Moldova","Azerbaijan",8
2016,"Moldova","Bulgaria",2
2016,"Moldova","France",6
2016,"Moldova","Latvia",1
2016,"Moldova","Lithuania",3
2016,"Moldova","Russia",12
2016,"Moldova","Ukraine",10
2016,"Montenegro","Azerbaijan",7
2016,"Montenegro","Bulgaria",5
2016,"Montenegro","Croatia",6
2016,"Montenegro","France",1
2016,"Montenegro","Hungary",3
2016,"Montenegro","Italy",4
2016,"Montenegro","Lithuania",2
2016,"Montenegro","Russia",10
2016,"Montenegro","Serbia",12
2016,"Montenegro","Ukraine",8
2016,"Norway","Australia",8
2016,"Norway","Belgium",2
2016,"Norway","Bulgaria",5
2016,"Norway","France",1
2016,"Norway","Latvia",3
2016,"Norway","Lithuania",12
2016,"Norway","Poland",10
2016,"Norway","Russia",6
2016,"Norway","Sweden",7
2016,"Norway","Ukraine",4
2016,"Poland","Armenia",2
2016,"Poland","Australia",7
2016,"Poland","Austria",4
2016,"Poland","Bulgaria",3
2016,"Poland","Cyprus",1
2016,"Poland","Hungary",6
2016,"Poland","Latvia",5
2016,"Poland","Russia",8
2016,"Poland","Sweden",10
2016,"Poland","Ukraine",12
2016,"Russia","Armenia",12
2016,"Russia","Australia",4
2016,"Russia","Austria",8
2016,"Russia","Azerbaijan",6
2016,"Russia","Cyprus",7
2016,"Russia","France",3
2016,"Russia","Latvia",1
2016,"Russia","Poland",5
2016,"Russia","Sweden",2
2016,"Russia","Ukraine",10
2016,"San Marino","Armenia",2
2016,"San Marino","Australia",5
2016,"San Marino","Bulgaria",3
2016,"San Marino","Hungary",1
2016,"San Marino","Latvia",6
2016,"San Marino","Lithuania",8
2016,"San Marino","Poland",7
2016,"San Marino","Russia",10
2016,"San Marino","Sweden",4
2016,"San Marino","Ukraine",12
2016,"Serbia","Armenia",2
2016,"Serbia","Australia",6
2016,"Serbia","Belgium",5
2016,"Serbia","Bulgaria",8
2016,"Serbia","Croatia",4
2016,"Serbia","Cyprus",3
2016,"Serbia","Hungary",10
2016,"Serbia","Russia",12
2016,"Serbia","Sweden",1
2016,"Serbia","Ukraine",7
2016,"Slovenia","Australia",3
2016,"Slovenia","Austria",6
2016,"Slovenia","Bulgaria",2
2016,"Slovenia","Croatia",8
2016,"Slovenia","Italy",1
2016,"Slovenia","Poland",4
2016,"Slovenia","Russia",10
2016,"Slovenia","Serbia",12
2016,"Slovenia","Sweden",5
2016,"Slovenia","Ukraine",7
2016,"Spain","Armenia",6
2016,"Spain","Australia",4
2016,"Spain","Austria",2
2016,"Spain","Bulgaria",12
2016,"Spain","France",10
2016,"Spain","Italy",3
2016,"Spain","Poland",5
2016,"Spain","Russia",8
2016,"Spain","Sweden",1
2016,"Spain","Ukraine",7
2016,"Sweden","Australia",12
2016,"Sweden","Austria",5
2016,"Sweden","Bulgaria",4
2016,"Sweden","France",3
2016,"Sweden","Lithuania",6
2016,"Sweden","Poland",10
2016,"Sweden","Russia",8
2016,"Sweden","Spain",1
2016,"Sweden","The Netherlands",2
2016,"Sweden","Ukraine",7
2016,"Switzerland","Australia",1
2016,"Switzerland","Austria",10
2016,"Switzerland","France",3
2016,"Switzerland","Germany",8
2016,"Switzerland","Italy",7
2016,"Switzerland","Poland",5
2016,"Switzerland","Russia",6
2016,"Switzerland","Serbia",12
2016,"Switzerland","Spain",2
2016,"Switzerland","Ukraine",4
2016,"The Netherlands","Armenia",8
2016,"The Netherlands","Australia",5
2016,"The Netherlands","Austria",6
2016,"The Netherlands","Belgium",12
2016,"The Netherlands","Bulgaria",1
2016,"The Netherlands","France",4
2016,"The Netherlands","Poland",10
2016,"The Netherlands","Russia",3
2016,"The Netherlands","Sweden",2
2016,"The Netherlands","Ukraine",7
2016,"Ukraine","Armenia",7
2016,"Ukraine","Australia",4
2016,"Ukraine","Azerbaijan",10
2016,"Ukraine","Bulgaria",2
2016,"Ukraine","Georgia",6
2016,"Ukraine","Latvia",5
2016,"Ukraine","Lithuania",3
2016,"Ukraine","Poland",8
2016,"Ukraine","Russia",12
2016,"Ukraine","Sweden",1
2016,"United Kingdom","Australia",6
2016,"United Kingdom","Bulgaria",8
2016,"United Kingdom","Cyprus",2
2016,"United Kingdom","Latvia",3
2016,"United Kingdom","Lithuania",12
2016,"United Kingdom","Poland",10
2016,"United Kingdom","Russia",7
2016,"United Kingdom","Spain",4
2016,"United Kingdom","Sweden",1
2016,"United Kingdom","Ukraine",5
2016,"Armenia","Bosnia & Herzegovina",1
2016,"Armenia","Croatia",2
2016,"Armenia","Czech Republic",5
2016,"Armenia","Finland",8
2016,"Armenia","Greece",3
2016,"Armenia","Malta",12
2016,"Armenia","Moldova",6
2016,"Armenia","Montenegro",10
2016,"Armenia","Russia",7
2016,"Armenia","The Netherlands",4
2016,"Austria","Armenia",5
2016,"Austria","Azerbaijan",4
2016,"Austria","Croatia",7
2016,"Austria","Czech Republic",10
2016,"Austria","Estonia",1
2016,"Austria","Finland",2
2016,"Austria","Iceland",3
2016,"Austria","Malta",12
2016,"Austria","Russia",8
2016,"Austria","The Netherlands",6
2016,"Azerbaijan","Bosnia & Herzegovina",10
2016,"Azerbaijan","Czech Republic",2
2016,"Azerbaijan","Estonia",1
2016,"Azerbaijan","Greece",6
2016,"Azerbaijan","Hungary",8
2016,"Azerbaijan","Malta",4
2016,"Azerbaijan","Moldova",5
2016,"Azerbaijan","Montenegro",7
2016,"Azerbaijan","Russia",12
2016,"Azerbaijan","San Marino",3
2016,"Bosnia & Herzegovina","Armenia",7
2016,"Bosnia & Herzegovina","Azerbaijan",6
2016,"Bosnia & Herzegovina","Croatia",5
2016,"Bosnia & Herzegovina","Czech Republic",12
2016,"Bosnia & Herzegovina","Hungary",4
2016,"Bosnia & Herzegovina","Malta",2
2016,"Bosnia & Herzegovina","Montenegro",3
2016,"Bosnia & Herzegovina","Russia",8
2016,"Bosnia & Herzegovina","San Marino",10
2016,"Bosnia & Herzegovina","The Netherlands",1
2016,"Croatia","Armenia",5
2016,"Croatia","Azerbaijan",3
2016,"Croatia","Bosnia & Herzegovina",4
2016,"Croatia","Cyprus",10
2016,"Croatia","Czech Republic",12
2016,"Croatia","Hungary",8
2016,"Croatia","Iceland",1
2016,"Croatia","Malta",7
2016,"Croatia","Russia",6
2016,"Croatia","The Netherlands",2
2016,"Cyprus","Armenia",10
2016,"Cyprus","Austria",2
2016,"Cyprus","Azerbaijan",4
2016,"Cyprus","Croatia",7
2016,"Cyprus","Czech Republic",5
2016,"Cyprus","Greece",3
2016,"Cyprus","Hungary",6
2016,"Cyprus","Iceland",1
2016,"Cyprus","Malta",8
2016,"Cyprus","Russia",12
2016,"Czech Republic","Austria",5
2016,"Czech Republic","Azerbaijan",3
2016,"Czech Republic","Bosnia & Herzegovina",2
2016,"Czech Republic","Croatia",6
2016,"Czech Republic","Cyprus",1
2016,"Czech Republic","Finland",7
2016,"Czech Republic","Hungary",12
2016,"Czech Republic","Iceland",4
2016,"Czech Republic","Malta",8
2016,"Czech Republic","The Netherlands",10
2016,"Estonia","Armenia",2
2016,"Estonia","Azerbaijan",7
2016,"Estonia","Croatia",3
2016,"Estonia","Cyprus",10
2016,"Estonia","Czech Republic",6
2016,"Estonia","Hungary",5
2016,"Estonia","Iceland",4
2016,"Estonia","Malta",8
2016,"Estonia","Russia",1
2016,"Estonia","The Netherlands",12
2016,"Finland","Armenia",7
2016,"Finland","Austria",3
2016,"Finland","Azerbaijan",2
2016,"Finland","Croatia",5
2016,"Finland","Czech Republic",10
2016,"Finland","Estonia",1
2016,"Finland","Iceland",4
2016,"Finland","Malta",8
2016,"Finland","Russia",6
2016,"Finland","The Netherlands",12
2016,"France","Armenia",3
2016,"France","Austria",12
2016,"France","Azerbaijan",7
2016,"France","Croatia",6
2016,"France","Cyprus",4
2016,"France","Czech Republic",1
2016,"France","Hungary",5
2016,"France","Malta",10
2016,"France","Russia",2
2016,"France","The Netherlands",8
2016,"Greece","Armenia",10
2016,"Greece","Austria",2
2016,"Greece","Azerbaijan",5
2016,"Greece","Cyprus",8
2016,"Greece","Hungary",7
2016,"Greece","Malta",4
2016,"Greece","Moldova",3
2016,"Greece","Montenegro",6
2016,"Greece","Russia",12
2016,"Greece","The Netherlands",1
2016,"Hungary","Armenia",5
2016,"Hungary","Azerbaijan",7
2016,"Hungary","Croatia",3
2016,"Hungary","Cyprus",2
2016,"Hungary","Czech Republic",8
2016,"Hungary","Finland",4
2016,"Hungary","Iceland",1
2016,"Hungary","Malta",12
2016,"Hungary","Russia",10
2016,"Hungary","The Netherlands",6
2016,"Iceland","Armenia",5
2016,"Iceland","Austria",4
2016,"Iceland","Azerbaijan",3
2016,"Iceland","Croatia",7
2016,"Iceland","Cyprus",1
2016,"Iceland","Czech Republic",8
2016,"Iceland","Hungary",2
2016,"Iceland","Malta",6
2016,"Iceland","Russia",10
2016,"Iceland","The Netherlands",12
2016,"Malta","Armenia",12
2016,"Malta","Austria",1
2016,"Malta","Cyprus",8
2016,"Malta","Czech Republic",3
2016,"Malta","Estonia",2
2016,"Malta","Finland",5
2016,"Malta","Moldova",4
2016,"Malta","Montenegro",7
2016,"Malta","Russia",10
2016,"Malta","San Marino",6
2016,"Moldova","Armenia",10
2016,"Moldova","Bosnia & Herzegovina",1
2016,"Moldova","Croatia",5
2016,"Moldova","Cyprus",7
2016,"Moldova","Czech Republic",8
2016,"Moldova","Estonia",2
2016,"Moldova","Hungary",3
2016,"Moldova","Malta",6
2016,"Moldova","Russia",12
2016,"Moldova","The Netherlands",4
2016,"Montenegro","Armenia",12
2016,"Montenegro","Azerbaijan",5
2016,"Montenegro","Bosnia & Herzegovina",6
2016,"Montenegro","Croatia",7
2016,"Montenegro","Czech Republic",4
2016,"Montenegro","Greece",3
2016,"Montenegro","Hungary",1
2016,"Montenegro","Malta",10
2016,"Montenegro","Russia",8
2016,"Montenegro","The Netherlands",2
2016,"Russia","Armenia",12
2016,"Russia","Azerbaijan",10
2016,"Russia","Croatia",1
2016,"Russia","Czech Republic",5
2016,"Russia","Estonia",2
2016,"Russia","Greece",7
2016,"Russia","Hungary",4
2016,"Russia","Malta",8
2016,"Russia","Moldova",6
2016,"Russia","Montenegro",3
2016,"San Marino","Azerbaijan",6
2016,"San Marino","Bosnia & Herzegovina",2
2016,"San Marino","Croatia",1
2016,"San Marino","Cyprus",8
2016,"San Marino","Czech Republic",4
2016,"San Marino","Iceland",7
2016,"San Marino","Malta",5
2016,"San Marino","Montenegro",10
2016,"San Marino","Russia",3
2016,"San Marino","The Netherlands",12
2016,"Spain","Armenia",12
2016,"Spain","Azerbaijan",5
2016,"Spain","Cyprus",1
2016,"Spain","Czech Republic",6
2016,"Spain","Finland",3
2016,"Spain","Hungary",10
2016,"Spain","Iceland",2
2016,"Spain","Malta",7
2016,"Spain","Russia",8
2016,"Spain","The Netherlands",4
2016,"Sweden","Armenia",5
2016,"Sweden","Austria",2
2016,"Sweden","Azerbaijan",8
2016,"Sweden","Croatia",3
2016,"Sweden","Cyprus",1
2016,"Sweden","Czech Republic",7
2016,"Sweden","Finland",4
2016,"Sweden","Malta",10
2016,"Sweden","Russia",12
2016,"Sweden","The Netherlands",6
2016,"The Netherlands","Armenia",5
2016,"The Netherlands","Austria",6
2016,"The Netherlands","Azerbaijan",7
2016,"The Netherlands","Croatia",12
2016,"The Netherlands","Cyprus",10
2016,"The Netherlands","Czech Republic",4
2016,"The Netherlands","Finland",2
2016,"The Netherlands","Hungary",3
2016,"The Netherlands","Malta",8
2016,"The Netherlands","Russia",1
2016,"Armenia","Austria",5
2016,"Armenia","Bosnia & Herzegovina",1
2016,"Armenia","Croatia",3
2016,"Armenia","Cyprus",8
2016,"Armenia","Czech Republic",2
2016,"Armenia","Greece",7
2016,"Armenia","Hungary",6
2016,"Armenia","Malta",10
2016,"Armenia","Russia",12
2016,"Armenia","The Netherlands",4
2016,"Austria","Armenia",4
2016,"Austria","Bosnia & Herzegovina",12
2016,"Austria","Croatia",6
2016,"Austria","Cyprus",2
2016,"Austria","Czech Republic",1
2016,"Austria","Hungary",8
2016,"Austria","Iceland",3
2016,"Austria","Russia",7
2016,"Austria","San Marino",5
2016,"Austria","The Netherlands",10
2016,"Azerbaijan","Austria",6
2016,"Azerbaijan","Bosnia & Herzegovina",5
2016,"Azerbaijan","Cyprus",1
2016,"Azerbaijan","Czech Republic",3
2016,"Azerbaijan","Estonia",2
2016,"Azerbaijan","Hungary",7
2016,"Azerbaijan","Malta",8
2016,"Azerbaijan","Russia",12
2016,"Azerbaijan","San Marino",10
2016,"Azerbaijan","The Netherlands",4
2016,"Bosnia & Herzegovina","Armenia",3
2016,"Bosnia & Herzegovina","Austria",6
2016,"Bosnia & Herzegovina","Azerbaijan",10
2016,"Bosnia & Herzegovina","Croatia",12
2016,"Bosnia & Herzegovina","Cyprus",2
2016,"Bosnia & Herzegovina","Czech Republic",4
2016,"Bosnia & Herzegovina","Hungary",1
2016,"Bosnia & Herzegovina","Malta",5
2016,"Bosnia & Herzegovina","Montenegro",8
2016,"Bosnia & Herzegovina","Russia",7
2016,"Croatia","Armenia",3
2016,"Croatia","Austria",7
2016,"Croatia","Bosnia & Herzegovina",12
2016,"Croatia","Cyprus",2
2016,"Croatia","Czech Republic",4
2016,"Croatia","Hungary",8
2016,"Croatia","Malta",1
2016,"Croatia","Montenegro",6
2016,"Croatia","Russia",10
2016,"Croatia","The Netherlands",5
2016,"Cyprus","Armenia",7
2016,"Cyprus","Austria",3
2016,"Cyprus","Azerbaijan",8
2016,"Cyprus","Croatia",1
2016,"Cyprus","Greece",12
2016,"Cyprus","Hungary",6
2016,"Cyprus","Malta",5
2016,"Cyprus","Moldova",2
2016,"Cyprus","Russia",10
2016,"Cyprus","The Netherlands",4
2016,"Czech Republic","Armenia",12
2016,"Czech Republic","Austria",5
2016,"Czech Republic","Azerbaijan",10
2016,"Czech Republic","Bosnia & Herzegovina",7
2016,"Czech Republic","Croatia",2
2016,"Czech Republic","Cyprus",4
2016,"Czech Republic","Hungary",6
2016,"Czech Republic","Malta",1
2016,"Czech Republic","Russia",8
2016,"Czech Republic","The Netherlands",3
2016,"Estonia","Armenia",1
2016,"Estonia","Austria",10
2016,"Estonia","Cyprus",6
2016,"Estonia","Finland",7
2016,"Estonia","Hungary",5
2016,"Estonia","Iceland",3
2016,"Estonia","Malta",2
2016,"Estonia","Russia",12
2016,"Estonia","San Marino",4
2016,"Estonia","The Netherlands",8
2016,"Finland","Armenia",1
2016,"Finland","Austria",10
2016,"Finland","Croatia",2
2016,"Finland","Cyprus",7
2016,"Finland","Estonia",12
2016,"Finland","Hungary",4
2016,"Finland","Iceland",5
2016,"Finland","Russia",8
2016,"Finland","San Marino",3
2016,"Finland","The Netherlands",6
2016,"France","Armenia",12
2016,"France","Austria",10
